0128676744,9,191,20200423212010
0128682980,1,243,20200423212010
0122834964,3,157,20200423212010
0120109545,7,325,20200423212010
0121812158,5,335,20200423212010
0125953736,5,352,20200423212010
0127422242,2,452,20200423212010
0126217611,2,125,20200423212010
0123113084,5,233,20200423212010
0128850495,3,381,20200423212010
0124289929,1,397,20200423212010
0126969683,7,284,20200423212010
0129079473,4,490,20200423212010
0120849349,10,109,20200423212010
0122873160,9,362,20200423212010
0123240992,2,308,20200423212010
0122460653,8,325,20200423212010
0125039352,5,107,20200423212010
0129787321,7,114,20200423212010
0128141542,4,73,20200423212010
0129151110,3,137,20200423212010
0129198426,7,249,20200423212010
0128628142,9,135,20200423212010
0122089309,5,186,20200423212010
0122873363,6,95,20200423212010
0125310074,5,344,20200423212010
0120495954,4,89,20200423212010
0122797046,9,260,20200423212010
0124237148,10,162,20200423212010
0124609139,2,420,20200423212010
0128076755,10,193,20200423212010
0126092750,3,156,20200423212010
0122578059,6,203,20200423212010
