0128676744,9,191,20200423204710
0128682980,1,243,20200423204710
0122834964,3,157,20200423204710
0120109545,7,325,20200423204710
0121812158,5,335,20200423204710
0125953736,5,352,20200423204710
0127422242,2,452,20200423204710
0126217611,2,125,20200423204710
0123113084,5,233,20200423204710
0128850495,3,381,20200423204710
0124289929,1,397,20200423204710
0126969683,7,284,20200423204710
0129079473,4,490,20200423204710
0120849349,10,109,20200423204710
0122873160,9,362,20200423204710
0123240992,2,308,20200423204710
0122460653,8,325,20200423204710
0125039352,5,107,20200423204710
0129787321,7,114,20200423204710
0128141542,4,73,20200423204710
0129151110,3,137,20200423204710
0129198426,7,249,20200423204710
0128628142,9,135,20200423204710
0122089309,5,186,20200423204710
0122873363,6,95,20200423204710
0125310074,5,344,20200423204710
0120495954,4,89,20200423204710
0122797046,9,260,20200423204710
0124237148,10,162,20200423204710
0124609139,2,420,20200423204710
0128076755,10,193,20200423204710
0126092750,3,156,20200423204710
0122578059,6,203,20200423204710
0123284838,3,235,20200423204710
0122809761,5,336,20200423204710
0127422242,6,498,20200423204710
0129099268,8,213,20200423204710
0125676768,3,346,20200423204710
0129860022,6,476,20200423204710
0124304271,6,203,20200423204710
0124826592,3,368,20200423204710
0124762095,8,136,20200423204710
0128122105,6,408,20200423204710
0120604932,8,61,20200423204710
0124477296,1,208,20200423204710
0123564054,8,363,20200423204710
